Token	NER
et	O
ne	O
perds	O
pas	O
le	O
fruit	O
de	O
ta	O
vengeance	O
;	O

Ma	O
rivale	O
a	O
bravé	O
ma	O
haine	O
et	O
ta	O
constance	O
,	O
Et	O
ma	O
haine	O
a	O
fait	O
son	O
devoir	O
.	O

Ce	O
feu	O
qui	O
me	O
servit	O
contre	O
elle	O
,	O
Quand	O
tu	O
veux	O
suivre	O
une	O
infidèle	O
,	O
S'	O
éteint	O
et	O
ne	O
veut	O
pas	O
servir	O
ton	O
désespoir	O
.	O

Gardez	O
votre	O
secours	O
trop	O
jalouse	O
Déesse	O
.	O

Quel	O
secours	O
m'	O
offrez-vous	O
quand	O
je	O
perds	O
ma	O
Princesse	O
?	O

Ce	O
feu	O
qui	O
lui	O
ravit	O
la	O
lumière	O
du	O
jour	O
,	O
A	O
vengé	O
votre	O
haine	O
et	O
non	O
pas	O
mon	O
amour	O
.	O

En	O
vain	O
vous	O
me	O
voulez	O
empêcher	O
de	O
la	O
suivre	O
;	O

En	O
vain	O
ce	O
feu	O
s'	O
éteint	O
pour	O
me	O
forcer	O
de	O
vivre	O
:	O
Cruelle	O
pour	O
finir	O
ma	O
peine	O
et	O
mon	O
malheur	O
,	O
Hélas	O
!	O

C'	O
est	O
bien	O
assez	O
de	O
ma	O
seule	O
douleur	O
.	O

Va	O
mourir	O
,	O
Prince	O
ingrat	O
,	O
indigne	O
de	O
ma	O
grâce	O
.	O

Toi	O
Reine	O
,	O
vante	O
encor	O
la	O
gloire	O
de	O
ta	O
race	O
:	O
Dans	O
ce	O
palais	O
brûlé	O
,	O
vois	O
comme	O
en	O
son	O
cercueil	O
,	O
La	O
folle	O
ambition	O
d'	O
une	O
fille	O
trop	O
vaine	O
;	O

Vois	O
la	O
peine	O
de	O
ton	O
orgueil	O
Et	O
le	O
triomphe	O
de	O
ma	O
haine	O
.	O

Je	O
ne	O
connais	O
que	O
trop	O
votre	O
divin	O
pouvoir	O
.	O

Triomphez	O
de	O
ma	O
fille	O
et	O
de	O
mon	O
désespoir	O
:	O
Mais	O
pourquoi	O
la	O
punir	O
du	O
crime	O
de	O
sa	O
mère	O
;	O

J'	O
avais	O
mis	O
dans	O
son	O
coeur	O
cet	O
orgueil	O
téméraire	O
,	O
Et	O
c'	O
est	O
par	O
mes	O
leçons	O
qu'	O
elle	O
osa	O
se	O
flatter	O
,	O
D'	O
arracher	O
à	O
Junon	O
le	O
coeur	O
de	O
Jupiter	O
.	O

Mais	O
le	O
Roi	O
vient	O
.	O

Le	O
feu	O
qui	O
brille	O
en	O
son	O
visage	O
...	O
Vous	O
voyez	O
nos	O
malheurs	O
,	O
et	O
voilà	O
votre	O
ouvrage	O
:	O
Voilà	O
comme	O
les	O
Dieux	O
savent	O
faire	O
l'	O
amour	O
.	O

Vous	O
me	O
l'	O
aviez	O
bien	O
dit	O
que	O
je	O
verrais	O
un	O
jour	O
,	O
Par	O
la	O
faveur	O
d'	O
un	O
Dieu	O
ma	O
grandeur	O
sans	O
seconde	O
,	O
Et	O
que	O
Thèbes	B-LOC
serait	O
la	O
maîtresse	O
du	O
monde	O
.	O

C'	O
est	O
là	O
le	O
digne	O
sort	O
que	O
j'	O
avais	O
attendu	O
.	O

La	O
honte	O
de	O
mon	O
sang	O
,	O
tout	O
mon	O
espoir	O
perdu	O
,	O
Mon	O
trône	O
et	O
mon	O
palais	O
embrasés	O
par	O
la	O
foudre	O
,	O
Ma	O
fille	O
anéantie	O
,	O
et	O
son	O
corps	O
mis	O
en	O
poudre	O
,	O
Et	O
les	O
justes	O
horreurs	O
qu'	O
attireront	O
sur	O
nous	O
Ces	O
effets	O
éclatants	O
du	O
céleste	O
courroux	O
.	O

Pardonnez	O
ma	O
faiblesse	O
à	O
cet	O
amour	O
de	O
mère	O
,	O
Qu'	O
alluma	O
dans	O
mon	O
coeur	O
une	O
fille	O
si	O
chère	O
:	O
Toute	O
mère	O
est	O
aveugle	O
,	O
et	O
je	O
serai	O
toujours	O
,	O
Un	O
exemple	O
éclatant	O
de	O
leurs	O
folles	O
amours	O
.	O

Je	O
vous	O
pardonnerais	O
cette	O
horrible	O
disgrâce	O
,	O
Si	O
tout	O
ce	O
que	O
j'	O
en	O
crains	O
se	O
bornait	O
à	O
ma	O
race	O
;	O

Mais	O
le	O
Prince	O
accablé	O
de	O
ce	O
dernier	O
malheur	O
Abandonne	O
son	O
âme	O
à	O
toute	O
sa	O
douleur	O
.	O

J'	O
ai	O
vu	O
son	O
désespoir	O
,	O
et	O
sa	O
funeste	O
envie	O
:	O
C'	O
est	O
par	O
mon	O
ordre	O
en	O
vain	O
,	O
qu'	O
on	O
prend	O
soin	O
de	O
sa	O
vie	O
;	O

L'	O
ingrate	O
,	O
à	O
qui	O
le	O
Ciel	O
vient	O
de	O
ravir	O
le	O
jour	O
,	O
Trop	O
digne	O
de	O
sa	O
peine	O
,	O
et	O
non	O
de	O
tant	O
d'	O
amour	O
,	O
Entraîne	O
par	O
sa	O
mort	O
un	O
amant	O
trop	O
fidèle	O
;	O

Il	O
vivait	O
pour	O
ma	O
fille	O
,	O
il	O
va	O
mourir	O
pour	O
elle	O
.	O

Hélas	O
!	O

Le	O
roi	O
d'	O
Argos	B-LOC
,	O
ce	O
père	O
infortuné	O
,	O
Envoya	O
dans	O
ma	O
cour	O
un	O
amant	O
couronné	O
,	O
Un	O
héros	O
plein	O
d'	O
honneur	O
,	O
de	O
gloire	O
et	O
d'	O
espérance	O
,	O
Et	O
je	O
lui	O
rends	O
...	O
Ô	O
Dieux	O
!	O

C'	O
est	O
Atys	O
qui	O
s'	O
avance	O
,	O
Et	O
je	O
vois	O
dans	O
ses	O
pleurs	O
le	O
malheur	O
que	O
je	O
crains	O
.	O

Hé	O
bien	O
le	O
Prince	O
est	O
mort	O
.	O

Nos	O
soins	O
ont	O
été	O
vains	O
.	O

Voyant	O
que	O
par	O
votre	O
ordre	O
,	O
on	O
s'	O
obstine	O
à	O
le	O
suivre	O
;	O

Quoi	O
(	O
nous	O
dit-il	O
)	O
veut-on	O
me	O
contraindre	O
de	O
vivre	O
?	O

Quelle	O
pitié	O
barbare	O
,	O
et	O
quel	O
injuste	O
effort	O
Me	O
condamne	O
à	O
la	O
vie	O
,	O
et	O
m'	O
arrache	O
à	O
la	O
mort	O
!	O

Mais	O
que	O
tout	O
l'	O
univers	O
s'	O
oppose	O
à	O
mon	O
envie	O
,	O
Je	O
sais	O
mille	O
chemins	O
pour	O
sortir	O
de	O
la	O
vie	O
.	O

Là	O
tirant	O
son	O
épée	O
,	O
et	O
par	O
un	O
coup	O
pressé	O
,	O
De	O
son	O
fer	O
raccourci	O
,	O
dans	O
son	O
sein	O
enfoncé	O
,	O
Il	O
prévient	O
mon	O
dessein	O
,	O
et	O
trompant	O
notre	O
zèle	O
,	O
Il	O
tombe	O
dans	O
son	O
sang	O
d'	O
une	O
chute	O
mortelle	O
.	O

Puis	O
donnant	O
à	O
l'	O
objet	O
de	O
ses	O
tendres	O
désirs	O
,	O
Et	O
ses	O
derniers	O
moments	O
,	O
et	O
ses	O
derniers	O
soupirs	O
,	O
Il	O
cherche	O
autour	O
de	O
lui	O
dans	O
ces	O
débris	O
funestes	O
,	O
D'	O
un	O
objet	O
trop	O
aimé	O
les	O
pitoyables	O
restes	O
:	O
Mais	O
son	O
oeil	O
vainement	O
jeté	O
de	O
toutes	O
parts	O
,	O
Sur	O
un	O
morceau	O
de	O
cendre	O
arrêtant	O
ses	O
regards	O
,	O
Ne	O
serait-ce	O
point	O
vous	O
,	O
reliques	O
précieuses	O
,	O
Cendres	O
,	O
où	O
j'	O
allumerai	O
mes	O
flammes	O
amoureuses	O
?	O

Recevez	O
tout	O
mon	O
sang	O
,	O
avec	O
ces	O
tristes	O
pleurs	O
,	O
Que	O
je	O
donne	O
à	O
mes	O
maux	O
bien	O
moins	O
qu'	O
à	O
vos	O
malheurs	O
.	O

Voyez	O
de	O
vos	O
amants	O
quel	O
fut	O
le	O
plus	O
fidèle	O
;	O

L'	O
un	O
détruit	O
ma	O
Princesse	O
,	O
et	O
j'	O
expire	O
pour	O
elle	O
.	O

Il	O
fut	O
aimé	O
l'	O
ingrat	O
,	O
et	O
je	O
ne	O
l'	O
étais	O
pas	O
.	O

À	O
ces	O
mots	O
sa	O
douleur	O
achève	O
son	O
trépas	O
,	O
Et	O
tirant	O
de	O
son	O
coeur	O
un	O
soupir	O
tout	O
de	O
flamme	O
,	O
Elle	O
emporte	O
avec	O
lui	O
le	O
reste	O
de	O
son	O
âme	O
.	O

Voilà	O
le	O
dernier	O
coup	O
d'	O
un	O
malheur	O
sans	O
égal	O
.	O

Que	O
vous	O
avons-nous	O
fait	O
pour	O
nous	O
traiter	O
si	O
mal	O
,	O
Jupiter	O
?	O

Quoi	O
mon	O
sang	O
pour	O
être	O
aimable	O
,	O
Pour	O
être	O
trop	O
aimé	O
s'	O
est-il	O
rendu	O
coupable	O
?	O

Pourquoi	O
d'	O
un	O
Prince	O
illustre	O
et	O
rival	O
et	O
jaloux	O
Enlever	O
la	O
maîtresse	O
,	O
ou	O
la	O
choisir	O
chez	O
nous	O
.	O

Si	O
ce	O
fatal	O
honneur	O
fait	O
ma	O
honte	O
et	O
ma	O
peine	O
?	O

Votre	O
amour	O
est-il	O
donc	O
pire	O
que	O
votre	O
haine	O
?	O

Hélas	O
!	O

Puisqu'	O
il	O
produit	O
de	O
si	O
cruels	O
trépas	O
,	O
Grand	O
Dieu	O
haïssez-nous	O
,	O
ou	O
ne	O
nous	O
aimez	O
pas	O
Dieux	O
quelle	O
surprenante	O
et	O
nouvelle	O
tempête	O
,	O
Agite	O
tous	O
les	O
airs	O
et	O
descend	O
sur	O
ma	O
tête	O
?	O

Quel	O
épais	O
tourbillon	O
se	O
lève	O
autour	O
de	O
nous	O
?	O

C'	O
est	O
le	O
grand	O
Jupiter	O
;	O

est-ce	O
grâce	O
ou	O
courroux	O
?	O

Il	O
semble	O
que	O
le	O
Ciel	O
est	O
tombé	O
sur	O
la	O
terre	O
.	O

Peuples	O
rendez	O
hommage	O
au	O
maître	O
du	O
tonnerre	O
.	O

Ne	O
craignez	O
plus	O
ce	O
Dieu	O
,	O
dont	O
l'	O
éclat	O
dangereux	O
Vient	O
d'	O
embraser	O
un	O
objet	O
plein	O
de	O
charmes	O
,	O
Jupiter	O
n'	O
aura	O
plus	O
de	O
clartés	O
ni	O
de	O
feux	O
,	O
Que	O
pour	O
tarir	O
la	O
source	O
de	O
vos	O
larmes	O
.	O

Roi	O
de	O
Thèbes	B-LOC
,	O
je	O
viens	O
consoler	O
ta	O
douleur	O
:	O
Cesse	O
de	O
t'	O
affliger	O
du	O
trépas	O
de	O
ta	O
fille	O
,	O
Et	O
rend	O
grâces	O
au	O
Ciel	O
,	O
d'	O
un	O
illustre	O
malheur	O
,	O
Qui	O
consacre	O
à	O
jamais	O
l'	O
honneur	O
de	O
ta	O
famille	O
.	O

Mais	O
pour	O
ne	O
pas	O
douter	O
d'	O
un	O
sort	O
si	O
glorieux	O
,	O
Qui	O
la	O
rend	O
par	O
sa	O
mort	O
plus	O
brillante	O
et	O
plus	O
belle	O
,	O
Nuages	O
ouvrez-vous	O
,	O
et	O
montrez	O
à	O
ses	O
yeux	O
,	O
Ce	O
qu'	O
a	O
fait	O
pour	O
sa	O
fille	O
une	O
main	O
immortelle	O
.	O

Vois	O
quel	O
est	O
le	O
beau	O
coup	O
qui	O
l'	O
arrache	O
aux	O
mortels	O
Pour	O
le	O
prix	O
d'	O
un	O
trépas	O
que	O
j'	O
ai	O
causé	O
moi-même	O
,	O
Je	O
la	O
rends	O
immortelle	O
et	O
digne	O
des	O
autels	O
;	O

C'	O
est	O
comme	O
Jupiter	O
fait	O
périr	O
ce	O
qu'	O
il	O
aime	O
.	O

Pardonnez-moi	O
grand	O
Dieu	O
cette	O
aveugle	O
douleur	O
,	O
Qui	O
du	O
plus	O
grand	O
des	O
biens	O
se	O
faisait	O
un	O
malheur	O
.	O

J'	O
adore	O
cette	O
main	O
puissante	O
et	O
favorable	O
,	O
Qui	O
rend	O
les	O
maux	O
heureux	O
,	O
et	O
la	O
honte	O
adorable	O
.	O

Mais	O
ce	O
n'	O
est	O
pas	O
assez	O
pour	O
venger	O
ton	O
honneur	O
Que	O
les	O
Dieux	O
soient	O
témoins	O
d'	O
une	O
illustre	O
aventure	O
,	O
Je	O
veux	O
que	O
tout	O
le	O
monde	O
apprenne	O
ton	O
bonheur	O
,	O
Venez	O
ici	O
venez	O
,	O
Renommée	O
et	O
Mercure	O
.	O

Vois	O
ces	O
divinités	O
fidèles	O
à	O
mes	O
lois	O
,	O
Tu	O
les	O
verras	O
toujours	O
fidèles	O
à	O
ta	O
gloire	O
,	O
Par	O
cet	O
éclat	O
qui	O
suit	O
leur	O
immortelle	O
voix	O
,	O
Consacrer	O
à	O
jamais	O
ton	O
nom	O
et	O
ta	O
mémoire	O
.	O

Quels	O
encens	O
,	O
quels	O
présents	O
offerts	O
sur	O
tes	O
autels	O
,	O
Payeront	O
dignement	O
ces	O
honneurs	O
immortels	O
?	O

Ah	O
grand	O
Dieu	O
pardonnez	O
aux	O
douleurs	O
d'	O
une	O
mère	O
Un	O
insolent	O
murmure	O
,	O
un	O
éclat	O
téméraire	O
;	O

Je	O
vous	O
connaissais	O
mal	O
,	O
et	O
ne	O
prévoyais	O
pas	O
Les	O
biens	O
que	O
Sémélé	O
tire	O
de	O
son	O
trépas	O
.	O

Vous	O
,	O
allez	O
publier	O
ce	O
que	O
j'	O
ai	O
fait	O
pour	O
elle	O
;	O
